,path,emotion
2679,data/training\Actor_21\799_21_01_01_02_dogs-sitting_negative.wav,negative
2680,data/training\Actor_21\800_21_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2681,data/training\Actor_21\800_21_01_01_02_dogs-sitting_negative.wav,negative
2682,data/training\Actor_21\802_21_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2683,data/training\Actor_21\802_21_01_01_02_dogs-sitting_negative.wav,negative
2684,data/training\Actor_21\803_21_01_01_02_kids-talking-converted-manipulated-_negative.wav,negative
2685,data/training\Actor_21\803_21_01_01_02_kids-talking_negative.wav,negative
2686,data/training\Actor_21\804_21_01_01_02_kids-talking-converted-manipulated-_negative.wav,negative
2687,data/training\Actor_21\804_21_01_01_02_kids-talking_negative.wav,negative
2688,data/training\Actor_21\806_21_01_01_02_kids-talking-manipulated-_negative.wav,negative
2689,data/training\Actor_21\806_21_01_01_02_kids-talking_negative.wav,negative
2690,data/training\Actor_21\807_21_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2691,data/training\Actor_21\807_21_01_02_01_dogs-sitting_negative.wav,negative
2692,data/training\Actor_21\808_21_01_02_01_dogs-sitting-manipulated-_negative.wav,negative
2693,data/training\Actor_21\808_21_01_02_01_dogs-sitting_negative.wav,negative
2694,data/training\Actor_21\810_21_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2695,data/training\Actor_21\810_21_01_02_01_dogs-sitting_negative.wav,negative
2696,data/training\Actor_21\811_21_01_02_01_kids-talking-manipulated-_negative.wav,negative
2697,data/training\Actor_21\811_21_01_02_01_kids-talking_negative.wav,negative
2698,data/training\Actor_21\812_21_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
2699,data/training\Actor_21\812_21_01_02_01_kids-talking_negative.wav,negative
2700,data/training\Actor_21\814_21_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
2701,data/training\Actor_21\814_21_01_02_01_kids-talking_negative.wav,negative
2702,data/training\Actor_21\815_21_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2703,data/training\Actor_21\815_21_01_02_02_dogs-sitting_negative.wav,negative
2704,data/training\Actor_21\816_21_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2705,data/training\Actor_21\816_21_01_02_02_dogs-sitting_negative.wav,negative
2706,data/training\Actor_21\818_21_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2707,data/training\Actor_21\818_21_01_02_02_dogs-sitting_negative.wav,negative
2708,data/training\Actor_21\819_21_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
2709,data/training\Actor_21\819_21_01_02_02_kids-talking_negative.wav,negative
2710,data/training\Actor_21\820_21_01_02_02_kids-talking-manipulated-_negative.wav,negative
2711,data/training\Actor_21\820_21_01_02_02_kids-talking_negative.wav,negative
2712,data/training\Actor_21\822_21_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
2713,data/training\Actor_21\822_21_01_02_02_kids-talking_negative.wav,negative
2714,data/training\Actor_22\03-02-04-01-01-01-22-converted-manipulated-_negative.wav,negative
2715,data/training\Actor_22\03-02-04-01-01-01-22_negative.wav,negative
2716,data/training\Actor_22\03-02-04-01-01-02-22-converted-manipulated-_negative.wav,negative
2717,data/training\Actor_22\03-02-04-01-01-02-22_negative.wav,negative
2718,data/training\Actor_22\03-02-04-01-02-01-22-converted-manipulated-_negative.wav,negative
2719,data/training\Actor_22\03-02-04-01-02-01-22_negative.wav,negative
2720,data/training\Actor_22\03-02-04-01-02-02-22-manipulated-_negative.wav,negative
2721,data/training\Actor_22\03-02-04-01-02-02-22_negative.wav,negative
2722,data/training\Actor_22\03-02-04-02-01-01-22-manipulated-_negative.wav,negative
2723,data/training\Actor_22\03-02-04-02-01-01-22_negative.wav,negative
2724,data/training\Actor_22\03-02-04-02-01-02-22-manipulated-_negative.wav,negative
2725,data/training\Actor_22\03-02-04-02-01-02-22_negative.wav,negative
2726,data/training\Actor_22\03-02-04-02-02-01-22-manipulated-_negative.wav,negative
2727,data/training\Actor_22\03-02-04-02-02-01-22_negative.wav,negative
2728,data/training\Actor_22\03-02-04-02-02-02-22-converted-manipulated-_negative.wav,negative
2729,data/training\Actor_22\03-02-04-02-02-02-22_negative.wav,negative
2730,data/training\Actor_22\03-02-05-01-01-01-22-manipulated-_negative.wav,negative
2731,data/training\Actor_22\03-02-05-01-01-01-22_negative.wav,negative
2732,data/training\Actor_22\03-02-05-01-01-02-22-converted-manipulated-_negative.wav,negative
2733,data/training\Actor_22\03-02-05-01-01-02-22_negative.wav,negative
2734,data/training\Actor_22\03-02-05-01-02-01-22-converted-manipulated-_negative.wav,negative
2735,data/training\Actor_22\03-02-05-01-02-01-22_negative.wav,negative
2736,data/training\Actor_22\03-02-05-01-02-02-22-converted-manipulated-_negative.wav,negative
2737,data/training\Actor_22\03-02-05-01-02-02-22_negative.wav,negative
2738,data/training\Actor_22\03-02-05-02-01-01-22-converted-manipulated-_negative.wav,negative
2739,data/training\Actor_22\03-02-05-02-01-01-22_negative.wav,negative
2740,data/training\Actor_22\03-02-05-02-01-02-22-manipulated-_negative.wav,negative
2741,data/training\Actor_22\03-02-05-02-01-02-22_negative.wav,negative
2742,data/training\Actor_22\03-02-05-02-02-01-22-converted-manipulated-_negative.wav,negative
2743,data/training\Actor_22\03-02-05-02-02-01-22_negative.wav,negative
2744,data/training\Actor_22\03-02-05-02-02-02-22-converted-manipulated-_negative.wav,negative
2745,data/training\Actor_22\03-02-05-02-02-02-22_negative.wav,negative
2746,data/training\Actor_22\03-02-06-01-01-01-22-converted-manipulated-_negative.wav,negative
2747,data/training\Actor_22\03-02-06-01-01-01-22_negative.wav,negative
2748,data/training\Actor_22\03-02-06-01-01-02-22-converted-manipulated-_negative.wav,negative
2749,data/training\Actor_22\03-02-06-01-01-02-22_negative.wav,negative
2750,data/training\Actor_22\03-02-06-01-02-01-22-converted-manipulated-_negative.wav,negative
2751,data/training\Actor_22\03-02-06-01-02-01-22_negative.wav,negative
2752,data/training\Actor_22\03-02-06-01-02-02-22-converted-manipulated-_negative.wav,negative
2753,data/training\Actor_22\03-02-06-01-02-02-22_negative.wav,negative
2754,data/training\Actor_22\03-02-06-02-01-01-22-manipulated-_negative.wav,negative
2755,data/training\Actor_22\03-02-06-02-01-01-22_negative.wav,negative
2756,data/training\Actor_22\03-02-06-02-01-02-22-converted-manipulated-_negative.wav,negative
2757,data/training\Actor_22\03-02-06-02-01-02-22_negative.wav,negative
2758,data/training\Actor_22\03-02-06-02-02-01-22-converted-manipulated-_negative.wav,negative
2759,data/training\Actor_22\03-02-06-02-02-01-22_negative.wav,negative
2760,data/training\Actor_22\03-02-06-02-02-02-22-manipulated-_negative.wav,negative
2761,data/training\Actor_22\03-02-06-02-02-02-22_negative.wav,negative
2762,data/training\Actor_22\22_01_01_01_dogs-sitting-manipulated-_negative.wav,negative
2763,data/training\Actor_22\22_01_01_01_dogs-sitting_negative.wav,negative
2764,data/training\Actor_22\22_01_01_01_kids-talking-manipulated-_negative.wav,negative
2765,data/training\Actor_22\22_01_01_01_kids-talking_negative.wav,negative
2766,data/training\Actor_22\22_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2767,data/training\Actor_22\22_01_01_02_dogs-sitting_negative.wav,negative
2768,data/training\Actor_22\22_01_01_02_kids-talking-converted-manipulated-_negative.wav,negative
2769,data/training\Actor_22\22_01_01_02_kids-talking_negative.wav,negative
2770,data/training\Actor_22\22_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2771,data/training\Actor_22\22_01_02_01_dogs-sitting_negative.wav,negative
2772,data/training\Actor_22\22_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
2773,data/training\Actor_22\22_01_02_01_kids-talking_negative.wav,negative
2774,data/training\Actor_22\22_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2775,data/training\Actor_22\22_01_02_02_dogs-sitting_negative.wav,negative
2776,data/training\Actor_22\22_01_02_02_kids-talking-manipulated-_negative.wav,negative
2777,data/training\Actor_22\22_01_02_02_kids-talking_negative.wav,negative
2778,data/training\Actor_22\823_22_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2779,data/training\Actor_22\823_22_01_01_01_dogs-sitting_negative.wav,negative
2780,data/training\Actor_22\824_22_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2781,data/training\Actor_22\824_22_01_01_01_dogs-sitting_negative.wav,negative
2782,data/training\Actor_22\826_22_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2783,data/training\Actor_22\826_22_01_01_01_dogs-sitting_negative.wav,negative
2784,data/training\Actor_22\827_22_01_01_01_kids-talking-converted-manipulated-_negative.wav,negative
2785,data/training\Actor_22\827_22_01_01_01_kids-talking_negative.wav,negative
2786,data/training\Actor_22\828_22_01_01_01_kids-talking-manipulated-_negative.wav,negative
2787,data/training\Actor_22\828_22_01_01_01_kids-talking_negative.wav,negative
2788,data/training\Actor_22\830_22_01_01_01_kids-talking-converted-manipulated-_negative.wav,negative
2789,data/training\Actor_22\830_22_01_01_01_kids-talking_negative.wav,negative
2790,data/training\Actor_22\831_22_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2791,data/training\Actor_22\831_22_01_01_02_dogs-sitting_negative.wav,negative
2792,data/training\Actor_22\832_22_01_01_02_dogs-sitting-manipulated-_negative.wav,negative
2793,data/training\Actor_22\832_22_01_01_02_dogs-sitting_negative.wav,negative
2794,data/training\Actor_22\834_22_01_01_02_dogs-sitting-manipulated-_negative.wav,negative
2795,data/training\Actor_22\834_22_01_01_02_dogs-sitting_negative.wav,negative
2796,data/training\Actor_22\835_22_01_01_02_kids-talking-manipulated-_negative.wav,negative
2797,data/training\Actor_22\835_22_01_01_02_kids-talking_negative.wav,negative
2798,data/training\Actor_22\836_22_01_01_02_kids-talking-manipulated-_negative.wav,negative
2799,data/training\Actor_22\836_22_01_01_02_kids-talking_negative.wav,negative
2800,data/training\Actor_22\838_22_01_01_02_kids-talking-manipulated-_negative.wav,negative
2801,data/training\Actor_22\838_22_01_01_02_kids-talking_negative.wav,negative
2802,data/training\Actor_22\839_22_01_02_01_dogs-sitting-manipulated-_negative.wav,negative
2803,data/training\Actor_22\839_22_01_02_01_dogs-sitting_negative.wav,negative
2804,data/training\Actor_22\840_22_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2805,data/training\Actor_22\840_22_01_02_01_dogs-sitting_negative.wav,negative
2806,data/training\Actor_22\842_22_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2807,data/training\Actor_22\842_22_01_02_01_dogs-sitting_negative.wav,negative
2808,data/training\Actor_22\843_22_01_02_01_kids-talking-manipulated-_negative.wav,negative
2809,data/training\Actor_22\843_22_01_02_01_kids-talking_negative.wav,negative
2810,data/training\Actor_22\844_22_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
2811,data/training\Actor_22\844_22_01_02_01_kids-talking_negative.wav,negative
2812,data/training\Actor_22\846_22_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
2813,data/training\Actor_22\846_22_01_02_01_kids-talking_negative.wav,negative
2814,data/training\Actor_22\847_22_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2815,data/training\Actor_22\847_22_01_02_02_dogs-sitting_negative.wav,negative
2816,data/training\Actor_22\848_22_01_02_02_dogs-sitting-manipulated-_negative.wav,negative
2817,data/training\Actor_22\848_22_01_02_02_dogs-sitting_negative.wav,negative
2818,data/training\Actor_22\850_22_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2819,data/training\Actor_22\850_22_01_02_02_dogs-sitting_negative.wav,negative
2820,data/training\Actor_22\851_22_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
2821,data/training\Actor_22\851_22_01_02_02_kids-talking_negative.wav,negative
2822,data/training\Actor_22\852_22_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
2823,data/training\Actor_22\852_22_01_02_02_kids-talking_negative.wav,negative
2824,data/training\Actor_22\854_22_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
2825,data/training\Actor_22\854_22_01_02_02_kids-talking_negative.wav,negative
2826,data/training\Actor_23\03-02-04-01-01-01-23-manipulated-_negative.wav,negative
2827,data/training\Actor_23\03-02-04-01-01-01-23_negative.wav,negative
2828,data/training\Actor_23\03-02-04-01-01-02-23-converted-manipulated-_negative.wav,negative
2829,data/training\Actor_23\03-02-04-01-01-02-23_negative.wav,negative
2830,data/training\Actor_23\03-02-04-01-02-01-23-converted-manipulated-_negative.wav,negative
2831,data/training\Actor_23\03-02-04-01-02-01-23_negative.wav,negative
2832,data/training\Actor_23\03-02-04-01-02-02-23-converted-manipulated-_negative.wav,negative
2833,data/training\Actor_23\03-02-04-01-02-02-23_negative.wav,negative
2834,data/training\Actor_23\03-02-04-02-01-01-23-converted-manipulated-_negative.wav,negative
2835,data/training\Actor_23\03-02-04-02-01-01-23_negative.wav,negative
2836,data/training\Actor_23\03-02-04-02-01-02-23-converted-manipulated-_negative.wav,negative
2837,data/training\Actor_23\03-02-04-02-01-02-23_negative.wav,negative
2838,data/training\Actor_23\03-02-04-02-02-01-23-converted-manipulated-_negative.wav,negative
2839,data/training\Actor_23\03-02-04-02-02-01-23_negative.wav,negative
2840,data/training\Actor_23\03-02-04-02-02-02-23-manipulated-_negative.wav,negative
2841,data/training\Actor_23\03-02-04-02-02-02-23_negative.wav,negative
2842,data/training\Actor_23\03-02-05-01-01-01-23-converted-manipulated-_negative.wav,negative
2843,data/training\Actor_23\03-02-05-01-01-01-23_negative.wav,negative
2844,data/training\Actor_23\03-02-05-01-01-02-23-manipulated-_negative.wav,negative
2845,data/training\Actor_23\03-02-05-01-01-02-23_negative.wav,negative
2846,data/training\Actor_23\03-02-05-01-02-01-23-converted-manipulated-_negative.wav,negative
2847,data/training\Actor_23\03-02-05-01-02-01-23_negative.wav,negative
2848,data/training\Actor_23\03-02-05-01-02-02-23-converted-manipulated-_negative.wav,negative
2849,data/training\Actor_23\03-02-05-01-02-02-23_negative.wav,negative
2850,data/training\Actor_23\03-02-05-02-01-01-23-manipulated-_negative.wav,negative
2851,data/training\Actor_23\03-02-05-02-01-01-23_negative.wav,negative
2852,data/training\Actor_23\03-02-05-02-01-02-23-converted-manipulated-_negative.wav,negative
2853,data/training\Actor_23\03-02-05-02-01-02-23_negative.wav,negative
2854,data/training\Actor_23\03-02-05-02-02-01-23-manipulated-_negative.wav,negative
2855,data/training\Actor_23\03-02-05-02-02-01-23_negative.wav,negative
2856,data/training\Actor_23\03-02-05-02-02-02-23-manipulated-_negative.wav,negative
2857,data/training\Actor_23\03-02-05-02-02-02-23_negative.wav,negative
2858,data/training\Actor_23\03-02-06-01-01-01-23-converted-manipulated-_negative.wav,negative
2859,data/training\Actor_23\03-02-06-01-01-01-23_negative.wav,negative
2860,data/training\Actor_23\03-02-06-01-01-02-23-manipulated-_negative.wav,negative
2861,data/training\Actor_23\03-02-06-01-01-02-23_negative.wav,negative
2862,data/training\Actor_23\03-02-06-01-02-01-23-converted-manipulated-_negative.wav,negative
2863,data/training\Actor_23\03-02-06-01-02-01-23_negative.wav,negative
2864,data/training\Actor_23\03-02-06-01-02-02-23-manipulated-_negative.wav,negative
2865,data/training\Actor_23\03-02-06-01-02-02-23_negative.wav,negative
2866,data/training\Actor_23\03-02-06-02-01-01-23-manipulated-_negative.wav,negative
2867,data/training\Actor_23\03-02-06-02-01-01-23_negative.wav,negative
2868,data/training\Actor_23\03-02-06-02-01-02-23-converted-manipulated-_negative.wav,negative
2869,data/training\Actor_23\03-02-06-02-01-02-23_negative.wav,negative
2870,data/training\Actor_23\03-02-06-02-02-01-23-manipulated-_negative.wav,negative
2871,data/training\Actor_23\03-02-06-02-02-01-23_negative.wav,negative
2872,data/training\Actor_23\03-02-06-02-02-02-23-converted-manipulated-_negative.wav,negative
2873,data/training\Actor_23\03-02-06-02-02-02-23_negative.wav,negative
2874,data/training\Actor_23\23_01_01_01_dogs-sitting-manipulated-_negative.wav,negative
2875,data/training\Actor_23\23_01_01_01_dogs-sitting_negative.wav,negative
2876,data/training\Actor_23\23_01_01_01_kids-talking-converted-manipulated-_negative.wav,negative
2877,data/training\Actor_23\23_01_01_01_kids-talking_negative.wav,negative
2878,data/training\Actor_23\23_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2879,data/training\Actor_23\23_01_01_02_dogs-sitting_negative.wav,negative
2880,data/training\Actor_23\23_01_01_02_kids-talking-converted-manipulated-_negative.wav,negative
2881,data/training\Actor_23\23_01_01_02_kids-talking_negative.wav,negative
2882,data/training\Actor_23\23_01_02_01_dogs-sitting-manipulated-_negative.wav,negative
2883,data/training\Actor_23\23_01_02_01_dogs-sitting_negative.wav,negative
2884,data/training\Actor_23\23_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
2885,data/training\Actor_23\23_01_02_01_kids-talking_negative.wav,negative
2886,data/training\Actor_23\23_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2887,data/training\Actor_23\23_01_02_02_dogs-sitting_negative.wav,negative
2888,data/training\Actor_23\23_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
2889,data/training\Actor_23\23_01_02_02_kids-talking_negative.wav,negative
2890,data/training\Actor_23\855_23_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2891,data/training\Actor_23\855_23_01_01_01_dogs-sitting_negative.wav,negative
2892,data/training\Actor_23\856_23_01_01_01_dogs-sitting-manipulated-_negative.wav,negative
2893,data/training\Actor_23\856_23_01_01_01_dogs-sitting_negative.wav,negative
2894,data/training\Actor_23\858_23_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2895,data/training\Actor_23\858_23_01_01_01_dogs-sitting_negative.wav,negative
2896,data/training\Actor_23\859_23_01_01_01_kids-talking-manipulated-_negative.wav,negative
2897,data/training\Actor_23\859_23_01_01_01_kids-talking_negative.wav,negative
2898,data/training\Actor_23\860_23_01_01_01_kids-talking-converted-manipulated-_negative.wav,negative
2899,data/training\Actor_23\860_23_01_01_01_kids-talking_negative.wav,negative
2900,data/training\Actor_23\862_23_01_01_01_kids-talking-converted-manipulated-_negative.wav,negative
2901,data/training\Actor_23\862_23_01_01_01_kids-talking_negative.wav,negative
2902,data/training\Actor_23\863_23_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2903,data/training\Actor_23\863_23_01_01_02_dogs-sitting_negative.wav,negative
2904,data/training\Actor_23\864_23_01_01_02_dogs-sitting-manipulated-_negative.wav,negative
2905,data/training\Actor_23\864_23_01_01_02_dogs-sitting_negative.wav,negative
2906,data/training\Actor_23\866_23_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2907,data/training\Actor_23\866_23_01_01_02_dogs-sitting_negative.wav,negative
2908,data/training\Actor_23\867_23_01_01_02_kids-talking-manipulated-_negative.wav,negative
2909,data/training\Actor_23\867_23_01_01_02_kids-talking_negative.wav,negative
2910,data/training\Actor_23\868_23_01_01_02_kids-talking-manipulated-_negative.wav,negative
2911,data/training\Actor_23\868_23_01_01_02_kids-talking_negative.wav,negative
2912,data/training\Actor_23\870_23_01_01_02_kids-talking-manipulated-_negative.wav,negative
2913,data/training\Actor_23\870_23_01_01_02_kids-talking_negative.wav,negative
2914,data/training\Actor_23\871_23_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2915,data/training\Actor_23\871_23_01_02_01_dogs-sitting_negative.wav,negative
2916,data/training\Actor_23\872_23_01_02_01_dogs-sitting-manipulated-_negative.wav,negative
2917,data/training\Actor_23\872_23_01_02_01_dogs-sitting_negative.wav,negative
2918,data/training\Actor_23\874_23_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2919,data/training\Actor_23\874_23_01_02_01_dogs-sitting_negative.wav,negative
2920,data/training\Actor_23\875_23_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
2921,data/training\Actor_23\875_23_01_02_01_kids-talking_negative.wav,negative
2922,data/training\Actor_23\876_23_01_02_01_kids-talking-manipulated-_negative.wav,negative
2923,data/training\Actor_23\876_23_01_02_01_kids-talking_negative.wav,negative
2924,data/training\Actor_23\878_23_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
2925,data/training\Actor_23\878_23_01_02_01_kids-talking_negative.wav,negative
2926,data/training\Actor_23\879_23_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2927,data/training\Actor_23\879_23_01_02_02_dogs-sitting_negative.wav,negative
2928,data/training\Actor_23\880_23_01_02_02_dogs-sitting-manipulated-_negative.wav,negative
2929,data/training\Actor_23\880_23_01_02_02_dogs-sitting_negative.wav,negative
2930,data/training\Actor_23\882_23_01_02_02_dogs-sitting-manipulated-_negative.wav,negative
2931,data/training\Actor_23\882_23_01_02_02_dogs-sitting_negative.wav,negative
2932,data/training\Actor_23\883_23_01_02_02_kids-talking-manipulated-_negative.wav,negative
2933,data/training\Actor_23\883_23_01_02_02_kids-talking_negative.wav,negative
2934,data/training\Actor_23\884_23_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
2935,data/training\Actor_23\884_23_01_02_02_kids-talking_negative.wav,negative
2936,data/training\Actor_23\886_23_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
2937,data/training\Actor_23\886_23_01_02_02_kids-talking_negative.wav,negative
2938,data/training\Actor_24\03-02-04-01-01-01-24-converted-manipulated-_negative.wav,negative
2939,data/training\Actor_24\03-02-04-01-01-01-24_negative.wav,negative
2940,data/training\Actor_24\03-02-04-01-01-02-24-converted-manipulated-_negative.wav,negative
2941,data/training\Actor_24\03-02-04-01-01-02-24_negative.wav,negative
2942,data/training\Actor_24\03-02-04-01-02-01-24-converted-manipulated-_negative.wav,negative
2943,data/training\Actor_24\03-02-04-01-02-01-24_negative.wav,negative
2944,data/training\Actor_24\03-02-04-01-02-02-24-converted-manipulated-_negative.wav,negative
2945,data/training\Actor_24\03-02-04-01-02-02-24_negative.wav,negative
2946,data/training\Actor_24\03-02-04-02-01-01-24-converted-manipulated-_negative.wav,negative
2947,data/training\Actor_24\03-02-04-02-01-01-24_negative.wav,negative
2948,data/training\Actor_24\03-02-04-02-01-02-24-converted-manipulated-_negative.wav,negative
2949,data/training\Actor_24\03-02-04-02-01-02-24_negative.wav,negative
2950,data/training\Actor_24\03-02-04-02-02-01-24-converted-manipulated-_negative.wav,negative
2951,data/training\Actor_24\03-02-04-02-02-01-24_negative.wav,negative
2952,data/training\Actor_24\03-02-04-02-02-02-24-converted-manipulated-_negative.wav,negative
2953,data/training\Actor_24\03-02-04-02-02-02-24_negative.wav,negative
2954,data/training\Actor_24\03-02-05-01-01-01-24-converted-manipulated-_negative.wav,negative
2955,data/training\Actor_24\03-02-05-01-01-01-24_negative.wav,negative
2956,data/training\Actor_24\03-02-05-01-01-02-24-manipulated-_negative.wav,negative
2957,data/training\Actor_24\03-02-05-01-01-02-24_negative.wav,negative
2958,data/training\Actor_24\03-02-05-01-02-01-24-converted-manipulated-_negative.wav,negative
2959,data/training\Actor_24\03-02-05-01-02-01-24_negative.wav,negative
2960,data/training\Actor_24\03-02-05-01-02-02-24-converted-manipulated-_negative.wav,negative
2961,data/training\Actor_24\03-02-05-01-02-02-24_negative.wav,negative
2962,data/training\Actor_24\03-02-05-02-01-01-24-converted-manipulated-_negative.wav,negative
2963,data/training\Actor_24\03-02-05-02-01-01-24_negative.wav,negative
2964,data/training\Actor_24\03-02-05-02-01-02-24-manipulated-_negative.wav,negative
2965,data/training\Actor_24\03-02-05-02-01-02-24_negative.wav,negative
2966,data/training\Actor_24\03-02-05-02-02-01-24-manipulated-_negative.wav,negative
2967,data/training\Actor_24\03-02-05-02-02-01-24_negative.wav,negative
2968,data/training\Actor_24\03-02-05-02-02-02-24-converted-manipulated-_negative.wav,negative
2969,data/training\Actor_24\03-02-05-02-02-02-24_negative.wav,negative
2970,data/training\Actor_24\03-02-06-01-01-01-24-converted-manipulated-_negative.wav,negative
2971,data/training\Actor_24\03-02-06-01-01-01-24_negative.wav,negative
2972,data/training\Actor_24\03-02-06-01-01-02-24-converted-manipulated-_negative.wav,negative
2973,data/training\Actor_24\03-02-06-01-01-02-24_negative.wav,negative
2974,data/training\Actor_24\03-02-06-01-02-01-24-manipulated-_negative.wav,negative
2975,data/training\Actor_24\03-02-06-01-02-01-24_negative.wav,negative
2976,data/training\Actor_24\03-02-06-01-02-02-24-converted-manipulated-_negative.wav,negative
2977,data/training\Actor_24\03-02-06-01-02-02-24_negative.wav,negative
2978,data/training\Actor_24\03-02-06-02-01-01-24-converted-manipulated-_negative.wav,negative
2979,data/training\Actor_24\03-02-06-02-01-01-24_negative.wav,negative
2980,data/training\Actor_24\03-02-06-02-01-02-24-converted-manipulated-_negative.wav,negative
2981,data/training\Actor_24\03-02-06-02-01-02-24_negative.wav,negative
2982,data/training\Actor_24\03-02-06-02-02-01-24-converted-manipulated-_negative.wav,negative
2983,data/training\Actor_24\03-02-06-02-02-01-24_negative.wav,negative
2984,data/training\Actor_24\03-02-06-02-02-02-24-manipulated-_negative.wav,negative
2985,data/training\Actor_24\03-02-06-02-02-02-24_negative.wav,negative
2986,data/training\Actor_24\24_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2987,data/training\Actor_24\24_01_01_01_dogs-sitting_negative.wav,negative
2988,data/training\Actor_24\24_01_01_01_kids-talking-manipulated-_negative.wav,negative
2989,data/training\Actor_24\24_01_01_01_kids-talking_negative.wav,negative
2990,data/training\Actor_24\24_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
2991,data/training\Actor_24\24_01_01_02_dogs-sitting_negative.wav,negative
2992,data/training\Actor_24\24_01_01_02_kids-talking-manipulated-_negative.wav,negative
2993,data/training\Actor_24\24_01_01_02_kids-talking_negative.wav,negative
2994,data/training\Actor_24\24_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
2995,data/training\Actor_24\24_01_02_01_dogs-sitting_negative.wav,negative
2996,data/training\Actor_24\24_01_02_01_kids-talking-manipulated-_negative.wav,negative
2997,data/training\Actor_24\24_01_02_01_kids-talking_negative.wav,negative
2998,data/training\Actor_24\24_01_02_02_dogs-sitting-manipulated-_negative.wav,negative
2999,data/training\Actor_24\24_01_02_02_dogs-sitting_negative.wav,negative
3000,data/training\Actor_24\24_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
3001,data/training\Actor_24\24_01_02_02_kids-talking_negative.wav,negative
3002,data/training\Actor_24\24_02_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
3003,data/training\Actor_24\24_02_01_01_dogs-sitting_negative.wav,negative
3004,data/training\Actor_24\24_02_01_01_kids-talking-manipulated-_negative.wav,negative
3005,data/training\Actor_24\24_02_01_01_kids-talking_negative.wav,negative
3006,data/training\Actor_24\24_02_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
3007,data/training\Actor_24\24_02_01_02_dogs-sitting_negative.wav,negative
3008,data/training\Actor_24\24_02_01_02_kids-talking-converted-manipulated-_negative.wav,negative
3009,data/training\Actor_24\24_02_01_02_kids-talking_negative.wav,negative
3010,data/training\Actor_24\24_02_02_01_dogs-sitting-manipulated-_negative.wav,negative
3011,data/training\Actor_24\24_02_02_01_dogs-sitting_negative.wav,negative
3012,data/training\Actor_24\24_02_02_01_kids-talking-converted-manipulated-_negative.wav,negative
3013,data/training\Actor_24\24_02_02_01_kids-talking_negative.wav,negative
3014,data/training\Actor_24\24_02_02_02_dogs-sitting-manipulated-_negative.wav,negative
3015,data/training\Actor_24\24_02_02_02_dogs-sitting_negative.wav,negative
3016,data/training\Actor_24\24_02_02_02_kids-talking-converted-manipulated-_negative.wav,negative
